id_delegacia,nome_departamento,nome_seccional,delegacia,nome_seccional_circ,nome_delegacia_circ
10004,DIRD - DEPTO IDENT.REG.DIV,DIV.POL.PORTO/AERO/PROT.TURIS-DECADE,06º D.P. METROPOLITANO,DEL.SEC.1º CENTRO,03º D.P. CAMPOS ELISEOS
10007,DIRD - DEPTO IDENT.REG.DIV,DIV.POL.PORTO/AERO/PROT.TURIS-DECADE,02º D.P. AEROP/TUR-CONGONHAS,DEL.SEC.2º SUL,27º D.P.  IBIRAPUERA
10008,DIRD - DEPTO IDENT.REG.DIV,DIV.POL.PORTO/AERO/PROT.TURIS-DECADE,01º D.P. ATEND.TURISTA-DEATUR,DEL.SEC.1º CENTRO,01º D.P. SE
10100,DECAP,DEL.SEC.1º CENTRO,DEL.SEC.1ª CENTRO,DEL.SEC.1º CENTRO,03º D.P. CAMPOS ELISEOS
10101,DECAP,DEL.SEC.1º CENTRO,01º D.P. SE,DEL.SEC.1º CENTRO,78º D.P. JARDINS
10102,DECAP,DEL.SEC.1º CENTRO,02º D.P. BOM RETIRO,DEL.SEC.1º CENTRO,03º D.P. CAMPOS ELISEOS
10103,DECAP,DEL.SEC.1º CENTRO,03º D.P. CAMPOS ELISEOS,DEL.SEC.8º SAO MATEUS,49º D.P.  SAO MATEUS
10104,DECAP,DEL.SEC.1º CENTRO,04º D.P. CONSOLAÇÃO,DEL.SEC.1º CENTRO,12º D.P. PARI
10105,DECAP,DEL.SEC.1º CENTRO,05º D.P. ACLIMACAO,DEL.SEC.1º CENTRO,06º D.P. CAMBUCI
10106,DECAP,DEL.SEC.1º CENTRO,06º D.P. CAMBUCI,DEL.SEC.1º CENTRO,06º D.P. CAMBUCI
10108,DECAP,DEL.SEC.1º CENTRO,08º D.P. BRAS,DEL.SEC.1º CENTRO,12º D.P. PARI
10109,DECAP,DEL.SEC.1º CENTRO,01ª DEL.DEF.MUL. CENTRO,DEL.SEC.1º CENTRO,05º D.P. ACLIMACAO
10111,DECAP,DEL.SEC.1º CENTRO,DEL.PROTECAO IDOSO- 1ª SEC.,DEL.SEC.5º LESTE,81º D.P. BELEM
10112,DECAP,DEL.SEC.1º CENTRO,12º D.P. PARI,DEL.SEC.1º CENTRO,12º D.P. PARI
10200,DECAP,DEL.SEC.2º SUL,DEL.SEC.2ª SUL,DEL.SEC.2º SUL,83º D.P. PARQUE BRISTOL
10202,DECAP,DEL.SEC.2º SUL,02ª DEL.DEF.MUL. SUL,DEL.SEC.2º SUL,83º D.P. PARQUE BRISTOL
10204,DECAP,DEL.SEC.2º SUL,DEL.PROTECAO IDOSO- 2ª SEC.,DEL.SEC.1º CENTRO,06º D.P. CAMBUCI
10210,DECAP,DEL.SEC.6º SANTO AMARO,DEL.SEC.6ª SANTO AMARO,DEL.SEC.6º SANTO AMARO,80º D.P. VILA JOANIZA
10211,DECAP,DEL.SEC.6º SANTO AMARO,11º D.P. SANTO AMARO,DEL.SEC.1º CENTRO,01º D.P. SE
10212,DECAP,DEL.SEC.6º SANTO AMARO,DEL.PROTECAO IDOSO- 6ª SEC.,DEL.SEC.6º SANTO AMARO,43º D.P.  CIDADE ADEMAR
10216,DECAP,DEL.SEC.2º SUL,16º D.P. VILA CLEMENTINO,DEL.SEC.2º SUL,16º D.P. VILA CLEMENTINO
10217,DECAP,DEL.SEC.2º SUL,17º D.P.  DOUTOR ALDO GALIANO,DEL.SEC.2º SUL,17º D.P.  DOUTOR ALDO GALIANO
10225,DECAP,DEL.SEC.6º SANTO AMARO,25º D.P.  PARELHEIROS,DEL.SEC.6º SANTO AMARO,25º D.P.  PARELHEIROS
10226,DECAP,DEL.SEC.2º SUL,26º D.P.  SACOMA,DEL.SEC.2º SUL,26º D.P.  SACOMA
10229,DECAP,DEL.SEC.5º LESTE,29º D.P.  VILA PRUDENTE,DEL.SEC.5º LESTE,29º D.P.  VILA PRUDENTE
10235,DECAP,DEL.SEC.2º SUL,35º D.P.  JABAQUARA,DEL.SEC.2º SUL,35º D.P.  JABAQUARA
10236,DECAP,DEL.SEC.2º SUL,36º D.P.  VILA MARIANA,DEL.SEC.2º SUL,36º D.P.  VILA MARIANA
10241,DECAP,DEL.SEC.3º OESTE,37º D.P.  CAMPO LIMPO,DEL.SEC.3º OESTE,37º D.P.  CAMPO LIMPO
10243,DECAP,DEL.SEC.6º SANTO AMARO,43º D.P.  CIDADE ADEMAR,DEL.SEC.6º SANTO AMARO,43º D.P.  CIDADE ADEMAR
10247,DECAP,DEL.SEC.6º SANTO AMARO,47º D.P.  CAPAO REDONDO,DEL.SEC.6º SANTO AMARO,47º D.P.  CAPAO REDONDO
10248,DECAP,DEL.SEC.6º SANTO AMARO,48º D.P.  CIDADE DUTRA,DEL.SEC.6º SANTO AMARO,48º D.P.  CIDADE DUTRA
10302,DECAP,DEL.SEC.3º OESTE,03 DEL.DEF.MUL. OESTE,DEL.SEC.3º OESTE,75º D.P. JARDIM ARPOADOR
10304,DECAP,DEL.SEC.3º OESTE,DEL.PROTECAO IDOSO- 3ª SEC.,DEL.SEC.3º OESTE,23º D.P.  PERDIZES
10307,DECAP,DEL.SEC.3º OESTE,07º D.P. LAPA,DEL.SEC.3º OESTE,07º D.P. LAPA
10308,DECAP,DEL.SEC.5º LESTE,52º D.P.  PARQUE S.JORGE,DEL.SEC.5º LESTE,52º D.P.  PARQUE S.JORGE
10309,DECAP,DEL.SEC.8º SAO MATEUS,55º D.P.  PARQUE S.RAFAEL,DEL.SEC.8º SAO MATEUS,55º D.P.  PARQUE S.RAFAEL
10310,DECAP,DEL.SEC.5º LESTE,56º D.P.  VILA ALPINA,DEL.SEC.5º LESTE,56º D.P.  VILA ALPINA
10311,DECAP,DEL.SEC.5º LESTE,58º D.P. VILA FORMOSA,DEL.SEC.5º LESTE,31º D.P.  VILA CARRAO
10312,DECAP,DEL.SEC.7º ITAQUERA,59º D.P. JARDIM DOS IPES,DEL.SEC.7º ITAQUERA,59º D.P. JARDIM DOS IPES
10314,DECAP,DEL.SEC.3º OESTE,14º D.P. PINHEIROS,DEL.SEC.3º OESTE,51º D.P.  RIO PEQUENO
10315,DECAP,DEL.SEC.3º OESTE,15º D.P. DR. LUC. H BEIGUELMAN,DEL.SEC.3º OESTE,15º D.P. DR. LUC. H BEIGUELMAN
10323,DECAP,DEL.SEC.3º OESTE,23º D.P.  PERDIZES,DEL.SEC.1º CENTRO,03º D.P. CAMPOS ELISEOS
10325,DECAP,DEL.SEC.7º ITAQUERA,62º D.P. ERMELINO MATARAZZO,DEL.SEC.5º LESTE,10º D.P. PENHA DE FRANCA
10326,DECAP,DEL.SEC.7º ITAQUERA,63º D.P. VILA JACUI,DEL.SEC.7º ITAQUERA,64º D.P. CID.AE CARVALHO
10328,DECAP,DEL.SEC.7º ITAQUERA,64º D.P. CID.AE CARVALHO,DEL.SEC.7º ITAQUERA,64º D.P. CID.AE CARVALHO
10329,DECAP,DEL.SEC.8º SAO MATEUS,66º D.P. JDIM ARICANDUVA,DEL.SEC.1º CENTRO,12º D.P. PARI
10330,DECAP,DEL.SEC.2º SUL,27º D.P.  IBIRAPUERA,DEL.SEC.2º SUL,96º D.P. MONÇÕES
10331,DECAP,DEL.SEC.7º ITAQUERA,68º D.P. LAGEADO,DEL.SEC.7º ITAQUERA,68º D.P. LAGEADO
10333,DECAP,DEL.SEC.3º OESTE,33º D.P.  PIRITUBA,DEL.SEC.1º CENTRO,04º D.P. CONSOLAÇÃO
10335,DECAP,DEL.SEC.4º NORTE,72º D.P. VILA PENTEADO,DEL.SEC.4º NORTE,74º D.P. PARADA TAIPAS
10336,DECAP,DEL.SEC.4º NORTE,73º D.P. JACANA,DEL.SEC.4º NORTE,13º D.P. CASA VERDE
10337,DECAP,DEL.SEC.4º NORTE,74º D.P. PARADA TAIPAS,DEL.SEC.4º NORTE,74º D.P. PARADA TAIPAS
10338,DECAP,DEL.SEC.3º OESTE,34º D.P.  MORUMBI,DEL.SEC.3º OESTE,34º D.P.  MORUMBI
10339,DECAP,DEL.SEC.3º OESTE,75º D.P. JARDIM ARPOADOR,DEL.SEC.3º OESTE,75º D.P. JARDIM ARPOADOR
10341,DECAP,DEL.SEC.1º CENTRO,77º D.P. SANTA CECILIA,DEL.SEC.1º CENTRO,04º D.P. CONSOLAÇÃO
10342,DECAP,DEL.SEC.1º CENTRO,78º D.P. JARDINS,DEL.SEC.1º CENTRO,04º D.P. CONSOLAÇÃO
10344,DECAP,DEL.SEC.6º SANTO AMARO,80º D.P. VILA JOANIZA,DEL.SEC.1º CENTRO,01º D.P. SE
10345,DECAP,DEL.SEC.5º LESTE,81º D.P. BELEM,DEL.SEC.5º LESTE,81º D.P. BELEM
10346,DECAP,DEL.SEC.3º OESTE,46º D.P.  PERUS,DEL.SEC.3º OESTE,46º D.P.  PERUS
10349,DECAP,DEL.SEC.6º SANTO AMARO,85º D.P. JARDIM MIRNA,DEL.SEC.6º SANTO AMARO,85º D.P. JARDIM MIRNA
10351,DECAP,DEL.SEC.3º OESTE,51º D.P.  RIO PEQUENO,DEL.SEC.3º OESTE,51º D.P.  RIO PEQUENO
10352,DECAP,DEL.SEC.3º OESTE,87º D.P. V. P. BARRETO,DEL.SEC.3º OESTE,87º D.P. V. P. BARRETO
10353,DECAP,DEL.SEC.8º SAO MATEUS,53º D.P.  PARQUE DO CARMO,DEL.SEC.7º ITAQUERA,32º D.P.  ITAQUERA
10354,DECAP,DEL.SEC.8º SAO MATEUS,54º D.P.  CID. TIRADENTES,DEL.SEC.8º SAO MATEUS,54º D.P.  CID. TIRADENTES
10355,DECAP,DEL.SEC.7º ITAQUERA,67º D.P. JARDIM ROBRU,DEL.SEC.7º ITAQUERA,67º D.P. JARDIM ROBRU
10356,DECAP,DEL.SEC.3º OESTE,89º D.P. JARDIM TABOAO,DEL.SEC.3º OESTE,91º D.P. CEASA
10357,DECAP,DEL.SEC.3º OESTE,91º D.P. CEASA,DEL.SEC.3º OESTE,14º D.P. PINHEIROS
10358,DECAP,DEL.SEC.2º SUL,95º D.P. HELIÓPOLIS,DEL.SEC.2º SUL,26º D.P.  SACOMA
10359,DECAP,DEL.SEC.5º LESTE,57º D.P. PARQUE DA MOOCA,DEL.SEC.5º LESTE,57º D.P. PARQUE DA MOOCA
10360,DECAP,DEL.SEC.7º ITAQUERA,65º D.P. ARTUR ALVIM,DEL.SEC.7º ITAQUERA,65º D.P. ARTUR ALVIM
10361,DECAP,DEL.SEC.8º SAO MATEUS,70º D.P. VILA EMA,DEL.SEC.8º SAO MATEUS,70º D.P. VILA EMA
10362,DECAP,DEL.SEC.8º SAO MATEUS,69º D.P. TEOTONIO VILELA,DEL.SEC.8º SAO MATEUS,41º D.P.  VILA RICA
10363,DECAP,DEL.SEC.2º SUL,83º D.P. PARQUE BRISTOL,DEL.SEC.2º SUL,83º D.P. PARQUE BRISTOL
10365,DECAP,DEL.SEC.4º NORTE,90º D.P. PQ. NOVO MUNDO,DEL.SEC.4º NORTE,90º D.P. PQ. NOVO MUNDO
10366,DECAP,DEL.SEC.6º SANTO AMARO,92º D.P. P. STO ANTONIO,DEL.SEC.6º SANTO AMARO,92º D.P. P. STO ANTONIO
10367,DECAP,DEL.SEC.3º OESTE,93º D.P. JAGUARÉ,DEL.SEC.OSASCO,04º D.P. OSASCO
10369,DECAP,DEL.SEC.2º SUL,96º D.P. MONÇÕES,DEL.SEC.3º OESTE,15º D.P. DR. LUC. H BEIGUELMAN
10370,DECAP,DEL.SEC.2º SUL,97º D.P. AMERICANOPOLIS,DEL.SEC.2º SUL,97º D.P. AMERICANOPOLIS
10371,DECAP,DEL.SEC.6º SANTO AMARO,98º D.P. JARDIM MIRIAM,DEL.SEC.6º SANTO AMARO,98º D.P. JARDIM MIRIAM
10372,DECAP,DEL.SEC.6º SANTO AMARO,99º D.P.  CAMPO GRANDE,DEL.SEC.6º SANTO AMARO,99º D.P.  CAMPO GRANDE
10373,DECAP,DEL.SEC.6º SANTO AMARO,100º D.P. JDIM HERCULANO,DEL.SEC.6º SANTO AMARO,100º D.P. JDIM HERCULANO
10374,DECAP,DEL.SEC.6º SANTO AMARO,101º D.P. JDIM IMBUIAS,DEL.SEC.6º SANTO AMARO,101º D.P. JDIM IMBUIAS
10375,DECAP,DEL.SEC.6º SANTO AMARO,102º D.P. SOCORRO,DEL.SEC.6º SANTO AMARO,102º D.P. SOCORRO
10376,DECAP,DEL.SEC.3º OESTE,09ª DEL.DEF.MUL. OESTE,DEL.SEC.3º OESTE,46º D.P.  PERUS
10601,DECAP,DEL.SEC.6º SANTO AMARO,06ª DEL.DEF.MUL. STO AMARO,DEL.SEC.6º SANTO AMARO,80º D.P. VILA JOANIZA
10610,DECAP,DEL.SEC.2º SUL,ASSESSORIA POL. CIVIL / ALESP,DEL.SEC.6º SANTO AMARO,92º D.P. P. STO ANTONIO
20100,DECAP,DEL.SEC.4º NORTE,DEL.SEC.4ª NORTE,DEL.SEC.1º CENTRO,03º D.P. CAMPOS ELISEOS
20103,DECAP,DEL.SEC.4º NORTE,04ª DEL.DEF.MUL. NORTE,DEL.SEC.4º NORTE,45º D.P.  V BRASILANDIA
20105,DECAP,DEL.SEC.4º NORTE,DEL.PROTECAO IDOSO- 4ª SEC.,DEL.SEC.4º NORTE,20º D.P.  AGUA FRIA
20109,DECAP,DEL.SEC.4º NORTE,09º D.P. - CARANDIRU,DEL.SEC.4º NORTE,09º D.P. - CARANDIRU
20113,DECAP,DEL.SEC.4º NORTE,13º D.P. CASA VERDE,DEL.SEC.4º NORTE,28º D.P.  FREGUESIA DO O
20119,DECAP,DEL.SEC.4º NORTE,19º D.P.  VILA MARIA,DEL.SEC.4º NORTE,19º D.P.  VILA MARIA
20120,DECAP,DEL.SEC.4º NORTE,20º D.P.  AGUA FRIA,DEL.SEC.4º NORTE,20º D.P.  AGUA FRIA
20128,DECAP,DEL.SEC.4º NORTE,28º D.P.  FREGUESIA DO O,DEL.SEC.4º NORTE,28º D.P.  FREGUESIA DO O
20138,DECAP,DEL.SEC.4º NORTE,38º D.P.  VILA AMALIA,DEL.SEC.4º NORTE,13º D.P. CASA VERDE
20139,DECAP,DEL.SEC.4º NORTE,39º D.P.  VILA GUSTAVO,DEL.SEC.4º NORTE,39º D.P.  VILA GUSTAVO
20140,DECAP,DEL.SEC.4º NORTE,40º D.P.  VILA STA MARIA,DEL.SEC.4º NORTE,40º D.P.  VILA STA MARIA
20145,DECAP,DEL.SEC.4º NORTE,45º D.P.  V BRASILANDIA,DEL.SEC.4º NORTE,45º D.P.  V BRASILANDIA
20200,DECAP,DEL.SEC.5º LESTE,DEL.SEC.5ª LESTE,DEL.SEC.1º CENTRO,08º D.P. BRAS
20202,DECAP,DEL.SEC.5º LESTE,05ª DEL.DEF.MUL. LESTE,DEL.SEC.5º LESTE,10º D.P. PENHA DE FRANCA
20204,DECAP,DEL.SEC.5º LESTE,DEL.PROTECAO IDOSO- 5ª SEC.,DEL.SEC.5º LESTE,52º D.P.  PARQUE S.JORGE
20210,DECAP,DEL.SEC.5º LESTE,10º D.P. PENHA DE FRANCA,DEL.SEC.5º LESTE,52º D.P.  PARQUE S.JORGE
20218,DECAP,DEL.SEC.5º LESTE,18º D.P.  ALTO DA MOOCA,DEL.SEC.5º LESTE,18º D.P.  ALTO DA MOOCA
20221,DECAP,DEL.SEC.5º LESTE,21º D.P.  VILA MATILDE,DEL.SEC.5º LESTE,31º D.P.  VILA CARRAO
20222,DECAP,DEL.SEC.7º ITAQUERA,22º D.P.  SAO MIGUEL PTA,DEL.SEC.7º ITAQUERA,22º D.P.  SAO MIGUEL PTA
20224,DECAP,DEL.SEC.7º ITAQUERA,24º D.P.  PONTE RASA,DEL.SEC.7º ITAQUERA,62º D.P. ERMELINO MATARAZZO
20230,DECAP,DEL.SEC.5º LESTE,30º D.P.  TATUAPE,DEL.SEC.5º LESTE,30º D.P.  TATUAPE
20231,DECAP,DEL.SEC.5º LESTE,31º D.P.  VILA CARRAO,DEL.SEC.5º LESTE,31º D.P.  VILA CARRAO
20232,DECAP,DEL.SEC.7º ITAQUERA,32º D.P.  ITAQUERA,DEL.SEC.7º ITAQUERA,68º D.P. LAGEADO
20241,DECAP,DEL.SEC.8º SAO MATEUS,41º D.P.  VILA RICA,DEL.SEC.8º SAO MATEUS,41º D.P.  VILA RICA
20242,DECAP,DEL.SEC.5º LESTE,42º D.P.  PARQUE S. LUCAS,DEL.SEC.5º LESTE,42º D.P.  PARQUE S. LUCAS
20244,DECAP,DEL.SEC.8º SAO MATEUS,44º D.P.  GUAIANAZES,DEL.SEC.8º SAO MATEUS,44º D.P.  GUAIANAZES
20249,DECAP,DEL.SEC.8º SAO MATEUS,49º D.P.  SAO MATEUS,DEL.SEC.8º SAO MATEUS,49º D.P.  SAO MATEUS
20250,DECAP,DEL.SEC.7º ITAQUERA,50º D.P.  ITAIM PAULISTA,DEL.SEC.7º ITAQUERA,68º D.P. LAGEADO
20301,DECAP,DEL.SEC.7º ITAQUERA,103º D.P. COHABII/ITAQU.,DEL.SEC.5º LESTE,56º D.P.  VILA ALPINA
20302,DECAP,DEL.SEC.7º ITAQUERA,07ª DEL.DEF.MUL. ITAQUERA,DEL.SEC.7º ITAQUERA,63º D.P. VILA JACUI
30102,DEMACRO,DEL.SEC.SANTO ANDRÉ,01º D.P. SANTO ANDRÉ,DEL.SEC.SANTO ANDRÉ,03º D.P. SANTO ANDRÉ
30103,DEMACRO,DEL.SEC.SANTO ANDRÉ,02º D.P. SANTO ANDRÉ,DEL.SEC.SANTO ANDRÉ,02º D.P. SANTO ANDRÉ
30104,DEMACRO,DEL.SEC.SANTO ANDRÉ,03º D.P. SANTO ANDRÉ,DEL.SEC.SANTO ANDRÉ,06º D.P. SANTO ANDRÉ
30105,DEMACRO,DEL.SEC.SANTO ANDRÉ,04º D.P. SANTO ANDRÉ,DEL.SEC.SANTO ANDRÉ,06º D.P. SANTO ANDRÉ
30106,DEMACRO,DEL.SEC.SANTO ANDRÉ,05º D.P. SANTO ANDRÉ,DEL.SEC.SANTO ANDRÉ,05º D.P. SANTO ANDRÉ
30107,DEMACRO,DEL.SEC.SANTO ANDRÉ,06º D.P. SANTO ANDRÉ,DEL.SEC.SANTO ANDRÉ,06º D.P. SANTO ANDRÉ
30109,DEMACRO,DEL.SEC.S.BERNARDO DO CAMPO,01º D.P. S.B.C-DR OMAR CASSIM,DEL.SEC.S.BERNARDO DO CAMPO,01º D.P. S.B.C-DR OMAR CASSIM
30110,DEMACRO,DEL.SEC.S.BERNARDO DO CAMPO,02º D.P. S.BERNARDO DO CAMPO,DEL.SEC.S.BERNARDO DO CAMPO,05º D.P. S.BERNARDO DO CAMPO
30111,DEMACRO,DEL.SEC.S.BERNARDO DO CAMPO,03º D.P. S.BERNARDO DO CAMPO,DEL.SEC.S.BERNARDO DO CAMPO,03º D.P. S.BERNARDO DO CAMPO
30112,DEMACRO,DEL.SEC.S.BERNARDO DO CAMPO,DEL.POL.S.CAETANO DO SUL,DEL.SEC.S.BERNARDO DO CAMPO,03º D.P. S.CAETANO DO SUL
30113,DEMACRO,DEL.SEC.S.BERNARDO DO CAMPO,01º D.P. S.CAETANO DO SUL,DEL.SEC.S.BERNARDO DO CAMPO,01º D.P. S.CAETANO DO SUL
30114,DEMACRO,DEL.SEC.S.BERNARDO DO CAMPO,02º D.P. S.CAETANO DO SUL,DEL.SEC.S.BERNARDO DO CAMPO,02º D.P. S.CAETANO DO SUL
30116,DEMACRO,DEL.SEC.SANTO ANDRÉ,DEL.POL.MAUA,DEL.SEC.SANTO ANDRÉ,01º D.P. MAUA
30117,DEMACRO,DEL.SEC.SANTO ANDRÉ,DEL.POL.RIBEIRAO PIRES,DEL.SEC.SANTO ANDRÉ,DEL.POL.RIBEIRAO PIRES
30118,DEMACRO,DEL.SEC.SANTO ANDRÉ,DEL.POL.RIO GRANDE DA SERRA,DEL.SEC.SANTO ANDRÉ,DEL.POL.RIBEIRAO PIRES
30119,DEMACRO,DEL.SEC.S.BERNARDO DO CAMPO,04º D.P. S.BERNARDO DO CAMPO,DEL.SEC.8º SAO MATEUS,55º D.P.  PARQUE S.RAFAEL
30121,DEMACRO,DEL.SEC.S.BERNARDO DO CAMPO,05º D.P. S.BERNARDO DO CAMPO,DEL.SEC.S.BERNARDO DO CAMPO,05º D.P. S.BERNARDO DO CAMPO
30122,DEMACRO,DEL.SEC.DIADEMA,01º D.P. DIADEMA,DEL.SEC.DIADEMA,01º D.P. DIADEMA
30123,DEMACRO,DEL.SEC.DIADEMA,02º D.P. DIADEMA,DEL.SEC.DIADEMA,02º D.P. DIADEMA
30124,DEMACRO,DEL.SEC.SANTO ANDRÉ,01º D.P. MAUA,DEL.SEC.SANTO ANDRÉ,01º D.P. MAUA
30125,DEMACRO,DEL.SEC.SANTO ANDRÉ,02º D.P. MAUA,DEL.SEC.SANTO ANDRÉ,02º D.P. MAUA
30126,DEMACRO,DEL.SEC.S.BERNARDO DO CAMPO,06º D.P. S.BERNARDO DO CAMPO,DEL.SEC.S.BERNARDO DO CAMPO,06º D.P. S.BERNARDO DO CAMPO
30127,DEMACRO,DEL.SEC.DIADEMA,03º D.P. DIADEMA,DEL.SEC.DIADEMA,04º D.P. DIADEMA
30129,DEMACRO,DEL.SEC.DIADEMA,04º D.P. DIADEMA,DEL.SEC.DIADEMA,04º D.P. DIADEMA
30130,DEMACRO,DEL.SEC.SANTO ANDRÉ,03º D.P. MAUA,DEL.SEC.SANTO ANDRÉ,03º D.P. MAUA
30132,DEMACRO,DEL.SEC.S.BERNARDO DO CAMPO,03º D.P. S.CAETANO DO SUL,DEL.SEC.S.BERNARDO DO CAMPO,03º D.P. S.CAETANO DO SUL
30135,DEMACRO,DEL.SEC.S.BERNARDO DO CAMPO,07º D.P. S.BERNARDO DO CAMPO,DEL.SEC.S.BERNARDO DO CAMPO,07º D.P. S.BERNARDO DO CAMPO
30138,DEMACRO,DEL.SEC.S.BERNARDO DO CAMPO,08º D.P. S.BERNARDO DO CAMPO,DEL.SEC.S.BERNARDO DO CAMPO,08º D.P. S.BERNARDO DO CAMPO
30145,DEMACRO,DEL.SEC.DIADEMA,DEL.DEF.MUL. DIADEMA,DEL.SEC.DIADEMA,03º D.P. DIADEMA
30201,DEMACRO,DEL.SEC.GUARULHOS,DEL.POL.ARUJA,DEL.SEC.GUARULHOS,DEL.POL.ARUJA
30202,DEMACRO,DEL.SEC.FRANCO DA ROCHA,DEL.POL.CAIEIRAS,DEL.SEC.FRANCO DA ROCHA,DEL.POL.CAIEIRAS
30203,DEMACRO,DEL.SEC.FRANCO DA ROCHA,DEL.POL.FRANCISCO MORATO,DEL.SEC.FRANCO DA ROCHA,DEL.POL.FRANCISCO MORATO
30204,DEMACRO,DEL.SEC.FRANCO DA ROCHA,DEL.POL.FRANCO ROCHA,DEL.SEC.FRANCO DA ROCHA,DEL.POL.FRANCO ROCHA
30206,DEMACRO,DEL.SEC.GUARULHOS,01º D.P. GUARULHOS,DEL.SEC.GUARULHOS,06º D.P. GUARULHOS
30207,DEMACRO,DEL.SEC.GUARULHOS,02º D.P. GUARULHOS,DEL.SEC.GUARULHOS,01º D.P. GUARULHOS
30208,DEMACRO,DEL.SEC.GUARULHOS,03º D.P. GUARULHOS,DEL.SEC.GUARULHOS,03º D.P. GUARULHOS
30209,DEMACRO,DEL.SEC.GUARULHOS,NUCLEO DE ROUBO DE CARGAS,DEL.SEC.GUARULHOS,04º D.P. GUARULHOS
30210,DEMACRO,DEL.SEC.FRANCO DA ROCHA,DEL.POL.MAIRIPORÃ,DEL.SEC.FRANCO DA ROCHA,DEL.POL.MAIRIPORÃ
30211,DEMACRO,DEL.SEC.GUARULHOS,DEL.POL.STA ISABEL,DEL.SEC.GUARULHOS,DEL.POL.STA ISABEL
30212,DEMACRO,DEL.SEC.GUARULHOS,04º D.P. GUARULHOS,DEL.SEC.GUARULHOS,08º D.P. GUARULHOS
30213,DIRD - DEPTO IDENT.REG.DIV,DIV.POL.PORTO/AERO/PROT.TURIS-DECADE,03º D.P. AEROP/TUR-GUARULHOS,DEL.SEC.4º NORTE,73º D.P. JACANA
30215,DEMACRO,DEL.SEC.GUARULHOS,05º D.P. GUARULHOS,DEL.SEC.5º LESTE,30º D.P.  TATUAPE
30216,DEMACRO,DEL.SEC.GUARULHOS,06º D.P. GUARULHOS,DEL.SEC.GUARULHOS,06º D.P. GUARULHOS
30217,DEMACRO,DEL.SEC.GUARULHOS,07º D.P. GUARULHOS,DEL.SEC.GUARULHOS,07º D.P. GUARULHOS
30218,DEMACRO,DEL.SEC.GUARULHOS,08º D.P. GUARULHOS,DEL.SEC.GUARULHOS,03º D.P. GUARULHOS
30219,DEMACRO,DEL.SEC.GUARULHOS,DEL.DEF.MUL. GUARULHOS,DEL.SEC.GUARULHOS,03º D.P. GUARULHOS
30220,DEMACRO,DEL.SEC.GUARULHOS,SETOR HOM.SEC. GUARULHOS,DEL.SEC.GUARULHOS,04º D.P. GUARULHOS
30221,DEMACRO,DEL.SEC.GUARULHOS,09º D.P. GUARULHOS,DEL.SEC.2º SUL,16º D.P. VILA CLEMENTINO
30222,DEMACRO,DEL.SEC.GUARULHOS,DISE- DEL.SEC.GUARULHOS,DEL.SEC.GUARULHOS,07º D.P. GUARULHOS
30223,DEMACRO,DEL.SEC.FRANCO DA ROCHA,DEL.DEF.MUL. FRANCISCO MORATO,DEL.SEC.FRANCO DA ROCHA,DEL.POL.FRANCISCO MORATO
30224,DEMACRO,DEL.SEC.GUARULHOS,DEL.INV.M.AMB.GUARULHOS,DEL.SEC.7º ITAQUERA,68º D.P. LAGEADO
30225,DEMACRO,DEL.SEC.GUARULHOS,DEL.PROTECAO IDOSO GUARULHOS,DEL.SEC.GUARULHOS,01º D.P. GUARULHOS
30228,DEMACRO,DEL.SEC.FRANCO DA ROCHA,01º D.P. MAIRIPORÃ,DEL.SEC.FRANCO DA ROCHA,01º D.P. MAIRIPORÃ
30300,DEMACRO,DEL.SEC.MOGI DAS CRUZES,DEL.SEC.MOGI DAS CRUZES,DEL.SEC.7º ITAQUERA,50º D.P.  ITAIM PAULISTA
30301,DEMACRO,DEL.SEC.MOGI DAS CRUZES,DEL.POL.BIRITIBA MIRIM,DEL.SEC.MOGI DAS CRUZES,DEL.POL.BIRITIBA MIRIM
30302,DEMACRO,DEL.SEC.MOGI DAS CRUZES,DEL.POL.FERRAZ DE VASCONCELOS,DEL.SEC.7º ITAQUERA,68º D.P. LAGEADO
30303,DEMACRO,DEL.SEC.MOGI DAS CRUZES,DEL.POL.GUARAREMA,DEL.SEC.MOGI DAS CRUZES,DEL.POL.GUARAREMA
30304,DEMACRO,DEL.SEC.MOGI DAS CRUZES,DEL.POL.ITAQUAQUECETUBA,DEL.SEC.MOGI DAS CRUZES,DEL.POL.ITAQUAQUECETUBA
30306,DEMACRO,DEL.SEC.MOGI DAS CRUZES,01º D.P. MOGI DAS CRUZES,DEL.SEC.MOGI DAS CRUZES,01º D.P. MOGI DAS CRUZES
30307,DEMACRO,DEL.SEC.MOGI DAS CRUZES,02º D.P. MOGI DAS CRUZES,DEL.SEC.MOGI DAS CRUZES,02º D.P. MOGI DAS CRUZES
30308,DEMACRO,DEL.SEC.MOGI DAS CRUZES,DEL.POL.POA,DEL.SEC.MOGI DAS CRUZES,DEL.POL.POA
30309,DEMACRO,DEL.SEC.MOGI DAS CRUZES,DEL.POL.SUZANO,DEL.SEC.MOGI DAS CRUZES,DEL.POL.SUZANO
30311,DEMACRO,DEL.SEC.MOGI DAS CRUZES,03º D.P. MOGI DAS CRUZES,DEL.SEC.MOGI DAS CRUZES,03º D.P. MOGI DAS CRUZES
